year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020,2,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",279.00,36.00,12.43,1.00,5.00,0.00,17.57,0.00,0.00,1901.00,642.00,50.00,215.00,0.00,994.00
2020,2,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",653.00,63.00,20.31,2.68,21.88,0.00,18.13,0.00,0.00,2763.00,940.00,163.00,737.00,0.00,923.00
2020,2,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",151.00,35.00,7.66,1.54,16.41,0.00,9.40,0.00,0.00,1675.00,326.00,37.00,482.00,0.00,830.00
2020,2,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",58.00,18.00,17.77,0.00,0.23,0.00,0.00,0.00,0.00,528.00,516.00,0.00,12.00,0.00,0.00
2020,2,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",136.00,20.00,3.60,0.90,9.70,0.00,5.79,1.00,0.00,1096.00,415.00,56.00,378.00,0.00,247.00
2020,2,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",603.00,37.00,23.47,1.00,9.54,0.00,2.99,0.00,0.00,2988.00,2388.00,83.00,258.00,0.00,259.00
2020,2,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",235.00,21.00,6.42,0.00,1.41,1.00,12.17,5.00,0.00,1086.00,503.00,0.00,37.00,15.00,531.00
2020,2,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",790.00,79.00,24.71,0.78,30.17,0.00,23.34,0.00,2.00,3288.00,1270.00,30.00,934.00,0.00,1054.00
2020,2,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3109.00,206.00,72.27,0.86,41.40,2.99,88.48,33.00,0.00,8739.00,3435.00,29.00,1221.00,91.00,3963.00
2020,1,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",754.00,108.00,44.00,5.27,27.18,1.00,30.55,6.00,2.00,5599.00,2240.00,566.00,885.00,17.00,1891.00
2020,1,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",701.00,103.00,35.12,0.15,21.94,0.00,45.80,6.00,0.00,5448.00,2003.00,32.00,803.00,0.00,2610.00
2020,1,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",159.00,13.00,7.05,0.00,5.95,0.00,0.00,0.00,1.00,482.00,272.00,0.00,210.00,0.00,0.00
2020,1,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",302.00,39.00,13.68,0.00,6.24,0.00,19.08,0.00,0.00,2140.00,873.00,0.00,181.00,0.00,1086.00
2020,1,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",714.00,69.00,20.29,1.93,34.96,0.00,11.82,0.00,2.00,2916.00,1110.00,131.00,1094.00,0.00,581.00
2020,1,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",138.00,12.00,1.84,0.00,2.07,0.00,8.08,0.00,0.00,1035.00,129.00,0.00,130.00,0.00,776.00
2020,1,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,19.00,18.13,0.00,0.52,0.36,0.00,0.00,0.00,714.00,671.00,0.00,33.00,10.00,0.00
2020,1,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",133.00,10.00,2.03,0.00,2.35,0.00,5.62,1.00,1.00,401.00,44.00,0.00,66.00,0.00,291.00
2020,1,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",642.00,52.00,32.94,1.00,13.06,0.00,5.00,2.00,1.00,3063.00,2156.00,16.00,546.00,0.00,345.00
2020,1,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",205.00,31.00,6.59,0.27,6.56,0.00,17.58,5.00,0.00,1443.00,341.00,28.00,268.00,0.00,806.00
2020,1,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",806.00,96.00,28.61,2.61,23.52,0.00,41.25,1.00,2.00,6005.00,1263.00,612.00,961.00,0.00,3169.00
2020,1,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3361.00,235.00,94.48,2.40,31.07,0.56,106.49,51.00,1.00,10677.00,4509.00,111.00,991.00,10.00,5056.00
2019,12,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",769.00,138.00,50.07,4.87,52.24,1.23,29.59,0.00,5.00,6040.00,2504.00,197.00,1607.00,44.00,1688.00
2019,12,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",747.00,193.00,41.48,0.32,80.63,0.59,69.98,9.00,3.00,9449.00,2206.00,15.00,2940.00,23.00,4265.00
2019,12,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",172.00,45.00,16.72,0.00,22.58,0.00,5.70,0.00,1.00,2481.00,1093.00,0.00,732.00,0.00,656.00
2019,12,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",297.00,52.00,12.16,0.98,16.94,1.00,20.91,0.00,0.00,3082.00,600.00,86.00,810.00,144.00,1442.00
2019,12,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",774.00,161.00,46.70,6.28,80.06,0.00,27.96,0.00,2.00,7715.00,2504.00,739.00,2969.00,0.00,1503.00
2019,12,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",147.00,34.00,8.58,0.52,13.16,0.00,11.74,2.00,0.00,1599.00,288.00,11.00,479.00,0.00,821.00
2019,12,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,293.00,293.00,0.00,0.00,0.00,0.00
2019,12,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",120.00,15.00,3.60,0.00,9.90,0.00,1.50,0.00,0.00,1317.00,763.00,0.00,428.00,0.00,126.00
2019,12,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",721.00,98.00,27.48,0.00,29.51,0.00,41.02,8.00,3.00,6440.00,2671.00,0.00,1091.00,0.00,2678.00
2019,12,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",179.00,47.00,8.16,0.32,25.86,0.00,12.67,5.00,1.00,1543.00,315.00,23.00,802.00,0.00,403.00
2019,12,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",842.00,177.00,39.36,3.26,71.48,0.00,62.90,5.00,6.00,9668.00,2476.00,660.00,2325.00,0.00,4207.00
2019,12,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3384.00,766.00,274.73,4.16,127.15,6.14,353.82,56.00,3.00,35352.00,12340.00,368.00,4104.00,159.00,18381.00
2019,11,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",714.00,122.00,40.86,0.82,44.32,0.00,36.00,4.00,9.00,6628.00,2498.00,54.00,1304.00,0.00,2772.00
2019,11,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",747.00,124.00,29.94,0.86,58.70,0.00,34.50,8.00,6.00,4901.00,1383.00,24.00,1732.00,0.00,1762.00
2019,11,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",163.00,26.00,11.49,0.00,11.48,0.00,3.03,0.00,1.00,1224.00,724.00,0.00,303.00,0.00,197.00
2019,11,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",271.00,39.00,10.25,0.91,13.57,0.00,14.27,0.00,2.00,3131.00,827.00,156.00,697.00,0.00,1451.00
2019,11,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",696.00,110.00,39.79,2.21,52.93,0.00,15.07,0.00,5.00,5154.00,2337.00,180.00,1919.00,0.00,718.00
2019,11,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",160.00,39.00,12.98,0.00,17.35,0.00,8.67,2.00,3.00,2759.00,1332.00,0.00,579.00,0.00,848.00
2019,11,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",60.00,19.00,17.12,0.00,0.00,1.04,0.85,0.00,2.00,524.00,434.00,0.00,0.00,71.00,19.00
2019,11,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",150.00,27.00,7.66,0.13,14.00,0.00,5.21,0.00,2.00,1539.00,668.00,10.00,649.00,0.00,212.00
2019,11,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",668.00,71.00,14.01,1.86,25.35,0.00,29.77,3.00,1.00,4971.00,1048.00,589.00,1020.00,0.00,2314.00
2019,11,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",196.00,28.00,9.35,1.00,12.58,0.00,5.07,1.00,1.00,858.00,321.00,43.00,336.00,0.00,158.00
2019,11,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",800.00,134.00,31.30,0.22,49.41,0.00,53.07,2.00,7.00,7163.00,1656.00,43.00,1520.00,0.00,3944.00
2019,11,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3198.00,490.00,150.99,4.83,143.07,1.00,190.11,44.00,10.00,21645.00,7840.00,260.00,4266.00,25.00,9254.00
2019,10,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",757.00,169.00,52.83,5.84,59.55,0.00,50.78,5.00,3.00,7819.00,2598.00,256.00,1966.00,0.00,2999.00
2019,10,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",889.00,116.00,38.12,2.18,34.10,0.00,41.60,5.00,2.00,5762.00,2350.00,111.00,1112.00,0.00,2189.00
2019,10,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",200.00,32.00,14.64,0.00,14.84,0.00,2.52,0.00,0.00,1479.00,906.00,0.00,505.00,0.00,68.00
2019,10,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",388.00,75.00,30.95,0.00,11.09,0.00,32.97,4.00,1.00,4459.00,2126.00,0.00,277.00,0.00,2056.00
2019,10,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",747.00,118.00,41.83,0.82,51.49,0.00,23.86,0.00,3.00,5296.00,2448.00,28.00,1505.00,0.00,1315.00
2019,10,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",151.00,33.00,7.45,0.32,15.80,0.00,9.43,3.00,1.00,1980.00,277.00,35.00,709.00,0.00,959.00
2019,10,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,22.00,19.57,0.00,0.07,2.32,0.04,0.00,0.00,894.00,807.00,0.00,3.00,83.00,1.00
2019,10,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",156.00,11.00,2.88,0.00,5.33,0.00,2.79,0.00,0.00,438.00,97.00,0.00,200.00,0.00,141.00
2019,10,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",638.00,30.00,14.97,1.76,4.53,0.00,8.74,10.00,0.00,3035.00,2077.00,37.00,98.00,0.00,823.00
2019,10,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",169.00,18.00,5.83,0.96,7.65,0.00,3.56,1.00,0.00,938.00,366.00,154.00,187.00,0.00,231.00
2019,10,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",849.00,146.00,36.37,1.53,63.74,0.00,44.36,1.00,3.00,7227.00,2139.00,61.00,2000.00,0.00,3027.00
2019,10,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3524.00,468.00,146.48,1.13,105.18,1.89,213.32,38.00,2.00,19179.00,5938.00,128.00,3163.00,51.00,9899.00
2019,9,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",731.00,126.00,44.72,2.89,41.04,0.20,37.15,2.00,1.00,6465.00,2392.00,293.00,1459.00,7.00,2314.00
2019,9,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",860.00,149.00,40.95,2.37,63.42,0.00,42.26,1.00,5.00,7139.00,2450.00,194.00,1826.00,0.00,2669.00
2019,9,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",184.00,15.00,7.99,0.00,4.95,0.00,2.06,1.00,1.00,1033.00,547.00,0.00,259.00,0.00,227.00
2019,9,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",373.00,43.00,15.99,1.90,3.97,0.20,20.94,0.00,0.00,3364.00,974.00,90.00,136.00,9.00,2155.00
2019,9,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",713.00,105.00,37.99,1.85,38.37,0.00,26.79,0.00,0.00,4620.00,2295.00,58.00,1176.00,0.00,1091.00
2019,9,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",140.00,27.00,7.41,0.81,4.78,0.00,14.01,2.00,0.00,1586.00,322.00,17.00,143.00,0.00,1104.00
2019,9,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",2.00,1.00,0.09,0.00,0.26,0.00,0.65,0.00,0.00,57.00,5.00,0.00,15.00,0.00,37.00
2019,9,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",60.00,16.00,14.97,0.00,0.00,0.00,1.03,0.00,1.00,502.00,453.00,0.00,0.00,0.00,49.00
2019,9,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",169.00,17.00,7.00,0.00,6.00,0.00,4.00,2.00,0.00,853.00,331.00,0.00,212.00,0.00,310.00
2019,9,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",567.00,41.00,17.82,1.00,4.94,1.00,16.24,1.00,0.00,1958.00,1077.00,34.00,131.00,16.00,700.00
2019,9,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",167.00,25.00,6.99,0.15,10.31,0.00,7.55,2.00,0.00,1062.00,347.00,6.00,252.00,0.00,457.00
2019,9,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",847.00,125.00,27.41,7.91,32.89,0.00,56.80,8.00,5.00,8571.00,1465.00,1545.00,1215.00,0.00,4346.00
2019,9,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3419.00,343.00,111.57,2.87,71.85,0.00,156.71,55.00,7.00,15828.00,5921.00,498.00,2288.00,0.00,7121.00
2019,8,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",872.00,160.00,48.99,5.44,48.11,0.00,57.45,1.00,1.00,10874.00,4532.00,568.00,2208.00,0.00,3566.00
2019,8,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",178.00,49.00,13.89,2.00,11.85,0.00,21.26,4.00,0.00,3590.00,1191.00,55.00,634.00,0.00,1710.00
2019,8,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",26.00,3.00,1.31,0.00,0.06,0.00,1.63,0.00,0.00,166.00,131.00,0.00,1.00,0.00,34.00
2019,8,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,15.00,12.92,0.00,0.00,0.75,1.33,0.00,0.00,634.00,588.00,0.00,0.00,18.00,28.00
2019,8,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",248.00,54.00,14.97,0.05,20.47,0.00,18.52,10.00,0.00,3278.00,988.00,8.00,1212.00,0.00,1070.00
2019,8,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",628.00,69.00,22.55,2.71,20.65,0.00,23.09,4.00,0.00,4156.00,1938.00,223.00,786.00,0.00,1209.00
2019,8,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",183.00,23.00,5.75,0.00,8.95,0.00,8.30,3.00,0.00,840.00,256.00,0.00,259.00,0.00,325.00
2019,8,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",935.00,190.00,52.50,8.69,41.21,0.00,87.61,5.00,3.00,14278.00,3867.00,824.00,2073.00,0.00,7514.00
2019,8,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3579.00,527.00,180.68,5.89,93.17,0.30,246.96,30.00,5.00,23639.00,8630.00,419.00,2798.00,6.00,11786.00
2019,8,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",805.00,203.00,76.09,7.27,40.19,0.56,78.89,14.00,3.00,12408.00,4245.00,819.00,1633.00,30.00,5681.00
2019,8,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",977.00,188.00,46.55,2.25,61.98,0.20,77.02,5.00,5.00,10521.00,2725.00,350.00,2022.00,10.00,5414.00
2019,8,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",175.00,38.00,13.58,3.32,13.86,0.00,7.24,0.00,0.00,2832.00,878.00,305.00,779.00,0.00,870.00
2019,8,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",345.00,66.00,19.63,0.00,12.01,0.00,34.36,0.00,0.00,6239.00,2206.00,0.00,496.00,0.00,3537.00
2019,7,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",805.00,213.00,82.98,7.78,33.17,1.37,87.71,22.00,1.00,12818.00,4755.00,562.00,1540.00,50.00,5911.00
2019,7,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",959.00,168.00,30.53,6.09,62.75,1.00,67.63,6.00,1.00,8256.00,1591.00,424.00,2055.00,19.00,4167.00
2019,7,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",186.00,27.00,11.13,3.17,5.79,0.00,6.90,1.00,0.00,2123.00,685.00,286.00,276.00,0.00,876.00
2019,7,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",356.00,64.00,23.51,0.11,15.37,0.00,25.01,0.00,1.00,4415.00,1753.00,4.00,449.00,0.00,2209.00
2019,7,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",933.00,176.00,77.21,3.93,46.16,0.97,47.73,2.00,0.00,9985.00,4179.00,1193.00,1981.00,126.00,2506.00
2019,7,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",174.00,54.00,18.16,4.01,14.47,0.00,17.35,2.00,0.00,3473.00,1041.00,231.00,737.00,0.00,1464.00
2019,7,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",34.00,4.00,1.18,0.00,0.59,0.00,2.23,0.00,0.00,456.00,207.00,0.00,45.00,0.00,204.00
2019,7,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,27.00,20.46,0.00,0.00,0.63,5.92,0.00,0.00,805.00,564.00,0.00,0.00,10.00,231.00
2019,7,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",248.00,53.00,18.30,0.96,16.36,0.00,17.38,2.00,1.00,2958.00,997.00,30.00,924.00,0.00,1007.00
2019,7,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",611.00,76.00,22.23,0.60,16.73,0.00,36.44,5.00,0.00,6677.00,3226.00,9.00,614.00,0.00,2828.00
2019,7,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",186.00,22.00,5.46,0.14,7.87,0.00,8.53,2.00,2.00,726.00,172.00,14.00,251.00,0.00,289.00
2019,7,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",879.00,183.00,43.89,13.51,45.91,0.00,79.69,4.00,1.00,12971.00,2790.00,1221.00,2192.00,0.00,6768.00
2019,7,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3603.00,573.00,206.01,6.06,74.07,2.69,284.17,36.00,2.00,28006.00,10959.00,347.00,2202.00,90.00,14408.00
2019,6,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",800.00,281.00,108.62,8.61,61.17,1.69,100.92,23.00,0.00,18130.00,7575.00,819.00,2295.00,90.00,7351.00
2019,6,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",914.00,146.00,23.16,2.41,55.45,1.00,63.97,8.00,3.00,6963.00,938.00,193.00,1846.00,20.00,3966.00
2019,6,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",142.00,31.00,11.15,2.89,9.65,0.00,7.31,0.00,0.00,1987.00,852.00,204.00,417.00,0.00,514.00
2019,6,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",345.00,67.00,27.16,1.29,9.82,0.00,28.73,0.00,0.00,5736.00,3481.00,34.00,324.00,0.00,1897.00
2019,6,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",812.00,157.00,58.75,5.66,46.39,1.30,44.90,0.00,0.00,8709.00,3172.00,1093.00,1817.00,123.00,2504.00
2019,6,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",162.00,51.00,19.23,1.29,11.82,0.00,18.66,4.00,0.00,2883.00,1104.00,35.00,476.00,0.00,1268.00
2019,6,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",33.00,11.00,3.00,0.00,3.76,0.00,4.24,0.00,0.00,459.00,147.00,0.00,120.00,0.00,192.00
2019,6,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",60.00,12.00,9.32,0.00,0.00,0.94,1.74,0.00,0.00,431.00,210.00,0.00,0.00,178.00,43.00
2019,6,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",240.00,54.00,10.23,0.14,20.98,0.00,22.65,5.00,0.00,2937.00,477.00,12.00,820.00,0.00,1628.00
2019,6,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",602.00,79.00,23.89,2.33,19.67,0.00,33.11,2.00,0.00,6021.00,2337.00,883.00,603.00,0.00,2198.00
2019,6,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",175.00,30.00,11.91,0.66,11.86,0.00,5.57,3.00,0.00,1567.00,927.00,23.00,311.00,0.00,306.00
2019,6,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",841.00,205.00,41.03,14.18,68.49,0.00,81.31,2.00,3.00,13384.00,2374.00,1156.00,2842.00,0.00,7012.00
2019,6,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3446.00,759.00,240.37,7.74,136.63,1.67,372.60,80.00,2.00,35547.00,10929.00,524.00,4314.00,49.00,19731.00
2019,5,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",785.00,249.00,73.53,10.69,82.96,0.78,81.04,22.00,4.00,13574.00,3697.00,1166.00,2872.00,48.00,5791.00
2019,5,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",886.00,125.00,27.40,1.73,55.79,0.00,40.08,2.00,0.00,4887.00,1452.00,67.00,1676.00,0.00,1692.00
2019,5,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",138.00,28.00,4.64,2.97,17.00,0.00,3.38,0.00,0.00,2045.00,720.00,159.00,537.00,0.00,629.00
2019,5,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",379.00,75.00,29.18,0.04,11.94,0.00,33.84,0.00,0.00,5289.00,2204.00,4.00,407.00,0.00,2674.00
2019,5,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",707.00,105.00,41.09,0.73,49.90,0.00,13.29,0.00,1.00,4811.00,2451.00,59.00,1742.00,0.00,559.00
2019,5,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",146.00,42.00,12.39,0.91,16.73,0.00,11.97,3.00,0.00,1835.00,541.00,42.00,517.00,0.00,735.00
2019,5,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",23.00,5.00,1.93,0.30,1.09,0.00,1.68,0.00,0.00,155.00,36.00,13.00,44.00,0.00,62.00
2019,5,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,17.00,14.62,0.00,0.00,0.88,1.50,0.00,0.00,446.00,376.00,0.00,0.00,16.00,54.00
2019,5,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",244.00,54.00,13.92,0.27,25.42,0.00,14.39,4.00,0.00,4479.00,1700.00,4.00,1820.00,0.00,955.00
2019,5,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",678.00,65.00,18.87,1.00,20.15,0.00,24.98,4.00,0.00,3872.00,1331.00,174.00,492.00,0.00,1875.00
2019,5,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",155.00,20.00,1.04,0.50,9.01,0.00,9.45,1.00,0.00,1082.00,43.00,31.00,353.00,0.00,655.00
2019,5,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",815.00,183.00,51.25,5.28,61.31,0.00,65.16,4.00,11.00,11307.00,3447.00,481.00,2768.00,0.00,4611.00
2019,5,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3460.00,668.00,235.14,9.29,104.21,3.15,316.20,182.00,8.00,30801.00,11498.00,805.00,3466.00,76.00,14956.00
2019,4,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",714.00,149.00,53.27,6.72,37.94,0.83,50.23,22.00,2.00,9209.00,3593.00,929.00,1186.00,20.00,3481.00
2019,4,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",834.00,128.00,27.16,1.00,53.09,0.00,46.75,3.00,0.00,6516.00,2038.00,20.00,1615.00,0.00,2843.00
2019,4,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",142.00,18.00,9.93,0.08,1.77,0.00,6.22,0.00,1.00,1351.00,712.00,6.00,193.00,0.00,440.00
2019,4,CP,Compass Airlines,SAN,"San Diego, CA: San Diego International",334.00,54.00,17.23,0.01,13.96,0.00,22.80,2.00,0.00,3089.00,1006.00,1.00,429.00,0.00,1653.00
2019,4,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",682.00,63.00,28.65,3.37,18.74,0.00,12.25,1.00,0.00,4267.00,1552.00,1191.00,767.00,0.00,757.00
2019,4,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",97.00,22.00,5.36,0.47,7.15,0.00,9.02,1.00,0.00,1612.00,363.00,15.00,209.00,0.00,1025.00
2019,4,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",18.00,2.00,0.67,0.00,1.25,0.00,0.08,0.00,0.00,39.00,16.00,0.00,21.00,0.00,2.00
2019,4,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",60.00,23.00,20.20,0.00,0.00,0.00,2.80,0.00,0.00,623.00,518.00,0.00,0.00,0.00,105.00
2019,4,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",150.00,24.00,6.33,0.00,12.19,0.00,5.48,4.00,0.00,1162.00,381.00,0.00,536.00,0.00,245.00
2019,4,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",751.00,51.00,17.41,0.86,14.11,0.00,18.62,2.00,1.00,3251.00,1604.00,36.00,388.00,0.00,1223.00
2019,4,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",150.00,21.00,3.14,0.00,12.30,0.00,5.56,0.00,0.00,542.00,141.00,0.00,227.00,0.00,174.00
2019,4,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",805.00,137.00,42.71,7.68,36.84,0.00,49.76,3.00,1.00,8711.00,2678.00,742.00,1370.00,0.00,3921.00
2019,4,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3381.00,513.00,200.93,2.03,63.39,2.89,243.77,141.00,2.00,23708.00,10055.00,98.00,1966.00,87.00,11502.00
2019,3,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",810.00,183.00,47.90,5.36,75.41,0.06,54.27,6.00,3.00,8544.00,1980.00,246.00,2716.00,2.00,3600.00
2019,3,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3463.00,598.00,197.96,3.63,112.64,3.27,280.51,174.00,2.00,26742.00,9471.00,143.00,3451.00,108.00,13569.00
2019,3,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",732.00,196.00,54.16,3.19,76.52,0.12,62.01,9.00,2.00,9377.00,2772.00,306.00,2410.00,3.00,3886.00
2019,3,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",741.00,147.00,24.55,0.00,91.92,0.00,30.53,17.00,0.00,5310.00,997.00,0.00,2885.00,0.00,1428.00
2019,3,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",141.00,34.00,7.43,0.00,17.56,0.00,9.02,1.00,0.00,1621.00,425.00,0.00,666.00,0.00,530.00
